merchant_id,merchant_name,business_category,merchant_tier,onboard_date,state,city,kyc_status,risk_category,account_manager_id,monthly_gmv_band,is_active,churn_date,created_at
MER00521,LearnNow EdTech570,SaaS,Bronze,2022-06-19,Rajasthan,Jaipur,Verified,Medium,AM003,1L-10L,TRUE,,2022-06-19 00:00:00
MER00522,AgroLink Farms147,E-Commerce,Silver,2022-11-06,Karnataka,Hubli,Verified,Low,AM007,<1L,TRUE,,2022-11-06 00:00:00
MER00523,SafeShield Insurance645,HealthTech,Bronze,2022-11-19,Gujarat,Surat,Verified,Low,AM020,1L-10L,TRUE,,2022-11-19 00:00:00
MER00524,SwiftLog Solutions311,SaaS,Silver,2021-11-23,Uttar Pradesh,Kanpur,Verified,Low,AM011,1L-10L,TRUE,,2021-11-23 00:00:00
MER00525,LearnNow EdTech233,E-Commerce,Silver,2022-11-23,Maharashtra,Mumbai,Verified,Low,AM020,10L-1Cr,FALSE,2024-02-18,2022-11-23 00:00:00
MER00526,PharmaEase Health956,FMCG,Bronze,2022-09-24,Kerala,Thiruvananthapuram,Verified,Medium,AM018,<1L,TRUE,,2022-09-24 00:00:00
MER00527,PrintPro Design873,Retail,Silver,2021-05-15,Madhya Pradesh,Bhopal,Verified,Medium,AM015,1L-10L,TRUE,,2021-05-15 00:00:00
MER00528,QuickMart Retail247,Travel,Bronze,2021-09-22,Andhra Pradesh,Vijayawada,Verified,Medium,AM011,1L-10L,TRUE,,2021-09-22 00:00:00
MER00529,ShopKart India166,HealthTech,Gold,2022-05-06,West Bengal,Durgapur,Verified,Medium,AM005,1L-10L,TRUE,,2022-05-06 00:00:00
MER00530,HealthFirst Clinics937,EdTech,Bronze,2021-11-30,Kerala,Kozhikode,Verified,Low,AM014,<1L,TRUE,,2021-11-30 00:00:00
MER00531,QuickMart Retail661,Media & Entertainment,Bronze,2022-01-29,Tamil Nadu,Salem,Verified,Low,AM011,1L-10L,FALSE,2022-10-29,2022-01-29 00:00:00
MER00532,QuickMart Retail277,Media & Entertainment,Bronze,2023-01-28,Punjab,Patiala,Verified,Medium,AM011,1L-10L,TRUE,,2023-01-28 00:00:00
MER00533,MegaMall Retail555,Media & Entertainment,Silver,2022-02-20,Tamil Nadu,Salem,Verified,Medium,AM002,<1L,FALSE,2022-08-10,2022-02-20 00:00:00
MER00534,MegaMall Retail242,E-Commerce,Silver,2023-02-13,Bihar,Gaya,Verified,Low,AM010,1L-10L,TRUE,,2023-02-13 00:00:00
MER00535,FinSecure Broking557,Media & Entertainment,Gold,2023-06-18,Delhi,Rohini,Pending,High,AM012,>1Cr,TRUE,,2023-06-18 00:00:00
MER00536,FinSecure Broking108,SaaS,Bronze,2022-02-18,Haryana,Gurugram,Verified,Medium,AM002,<1L,TRUE,,2022-02-18 00:00:00
MER00537,StyleHub Fashion940,Logistics,Gold,2021-10-16,Gujarat,Rajkot,Verified,Low,AM011,10L-1Cr,TRUE,,2021-10-16 00:00:00
MER00538,HealthFirst Clinics490,HealthTech,Silver,2022-11-10,Rajasthan,Jodhpur,Verified,High,AM012,10L-1Cr,TRUE,,2022-11-10 00:00:00
MER00539,CloudSuite SaaS395,E-Commerce,Bronze,2021-05-18,Andhra Pradesh,Vijayawada,Verified,Low,AM014,>1Cr,FALSE,2023-05-11,2021-05-18 00:00:00
MER00540,CloudSuite SaaS186,Media & Entertainment,Bronze,2022-03-02,Tamil Nadu,Salem,Verified,Low,AM014,1L-10L,TRUE,,2022-03-02 00:00:00
MER00541,DataDrive Analytics493,Media & Entertainment,Gold,2022-03-11,Gujarat,Rajkot,Pending,Low,AM017,<1L,TRUE,,2022-03-11 00:00:00
MER00542,PrintPro Design659,FMCG,Silver,2021-02-08,Haryana,Gurugram,Verified,Critical,AM003,<1L,TRUE,,2021-02-08 00:00:00
MER00543,StreamZone OTT639,Insurance,Bronze,2023-03-09,Andhra Pradesh,Visakhapatnam,Verified,Medium,AM008,1L-10L,TRUE,,2023-03-09 00:00:00
MER00544,StreamZone OTT779,Media & Entertainment,Platinum,2022-10-11,Punjab,Jalandhar,Verified,High,AM018,10L-1Cr,TRUE,,2022-10-11 00:00:00
MER00545,GrocerFast App564,Travel,Bronze,2022-08-11,Uttar Pradesh,Agra,Rejected,Medium,AM010,<1L,TRUE,,2022-08-11 00:00:00
MER00546,GreenMart Organic711,E-Commerce,Silver,2023-03-15,Kerala,Thrissur,Verified,Medium,AM010,10L-1Cr,TRUE,,2023-03-15 00:00:00
MER00547,TechNation Cloud127,SaaS,Silver,2021-05-10,Telangana,Karimnagar,Verified,Low,AM009,<1L,TRUE,,2021-05-10 00:00:00
MER00548,SwiftLog Solutions718,Retail,Bronze,2023-01-27,Tamil Nadu,Madurai,Verified,Low,AM008,1L-10L,TRUE,,2023-01-27 00:00:00
MER00549,DevOps360 SaaS640,Media & Entertainment,Platinum,2021-03-28,Andhra Pradesh,Vijayawada,Pending,Medium,AM014,10L-1Cr,TRUE,,2021-03-28 00:00:00
MER00550,QuickMart Retail776,FMCG,Bronze,2021-06-21,West Bengal,Kolkata,Verified,Medium,AM004,<1L,TRUE,,2021-06-21 00:00:00
MER00551,DataDrive Analytics508,Insurance,Silver,2023-02-04,West Bengal,Howrah,Verified,Medium,AM016,<1L,TRUE,,2023-02-04 00:00:00
MER00552,SkyFly Travels991,FMCG,Platinum,2023-03-28,Rajasthan,Jaipur,Verified,Medium,AM012,>1Cr,TRUE,,2023-03-28 00:00:00
MER00553,CargoExpress Logistics725,SaaS,Bronze,2021-10-07,Bihar,Patna,Verified,Medium,AM015,10L-1Cr,TRUE,,2021-10-07 00:00:00
MER00554,StreamZone OTT347,FMCG,Bronze,2023-02-28,Kerala,Thiruvananthapuram,Verified,Low,AM001,10L-1Cr,TRUE,,2023-02-28 00:00:00
MER00555,ShopKart India521,Logistics,Silver,2022-12-03,Karnataka,Hubli,Verified,Low,AM020,<1L,TRUE,,2022-12-03 00:00:00
MER00556,TechNation Cloud772,EdTech,Bronze,2022-09-06,Bihar,Patna,Pending,Low,AM019,10L-1Cr,TRUE,,2022-09-06 00:00:00
MER00557,FreshDeal FMCG213,EdTech,Gold,2021-10-29,Kerala,Thrissur,Pending,Low,AM014,10L-1Cr,TRUE,,2021-10-29 00:00:00
MER00558,RapidShip Courier888,SaaS,Silver,2021-06-15,Madhya Pradesh,Bhopal,Verified,Low,AM002,<1L,TRUE,,2021-06-15 00:00:00
MER00559,MegaMall Retail371,Logistics,Silver,2022-05-19,Tamil Nadu,Salem,Verified,Low,AM005,1L-10L,TRUE,,2022-05-19 00:00:00
MER00560,CargoExpress Logistics323,EdTech,Bronze,2022-03-29,Haryana,Gurugram,Verified,Medium,AM009,10L-1Cr,TRUE,,2022-03-29 00:00:00
MER00561,ShopKart India609,Travel,Bronze,2021-01-01,Tamil Nadu,Madurai,Verified,Low,AM013,1L-10L,TRUE,,2021-01-01 00:00:00
MER00562,SkyFly Travels824,EdTech,Silver,2022-03-23,Madhya Pradesh,Indore,Verified,Critical,AM016,<1L,TRUE,,2022-03-23 00:00:00
MER00563,StyleHub Fashion467,EdTech,Bronze,2022-02-15,Gujarat,Vadodara,Verified,Critical,AM003,10L-1Cr,FALSE,2024-02-07,2022-02-15 00:00:00
MER00564,LeapEdu Platform884,Travel,Bronze,2021-06-30,Telangana,Warangal,Verified,Low,AM004,1L-10L,TRUE,,2021-06-30 00:00:00
MER00565,EduPath Learning598,HealthTech,Bronze,2022-03-25,Karnataka,Bengaluru,Verified,Medium,AM019,<1L,TRUE,,2022-03-25 00:00:00
MER00566,HealthFirst Clinics164,Retail,Silver,2021-11-12,Madhya Pradesh,Bhopal,Verified,Low,AM002,1L-10L,TRUE,,2021-11-12 00:00:00
MER00567,JetTravel Pvt Ltd926,Insurance,Bronze,2022-04-15,Punjab,Ludhiana,Verified,Low,AM003,<1L,TRUE,,2022-04-15 00:00:00
MER00568,CloudSuite SaaS600,HealthTech,Platinum,2022-09-26,Punjab,Amritsar,Verified,Low,AM010,10L-1Cr,FALSE,2024-09-19,2022-09-26 00:00:00
MER00569,SwiftLog Solutions567,EdTech,Gold,2022-08-29,Haryana,Hisar,Verified,Medium,AM003,10L-1Cr,FALSE,2023-02-13,2022-08-29 00:00:00
MER00570,CargoExpress Logistics445,FMCG,Bronze,2023-01-26,Madhya Pradesh,Bhopal,Rejected,Medium,AM005,1L-10L,TRUE,,2023-01-26 00:00:00
MER00571,DevOps360 SaaS318,EdTech,Platinum,2021-06-27,Madhya Pradesh,Jabalpur,Verified,Low,AM012,1L-10L,TRUE,,2021-06-27 00:00:00
MER00572,DataDrive Analytics349,Media & Entertainment,Silver,2021-05-17,Bihar,Bhagalpur,Verified,Low,AM016,<1L,TRUE,,2021-05-17 00:00:00
MER00573,ShopKart India283,SaaS,Gold,2022-10-30,Bihar,Bhagalpur,Verified,Medium,AM016,10L-1Cr,TRUE,,2022-10-30 00:00:00
MER00574,JetTravel Pvt Ltd246,HealthTech,Gold,2022-04-07,Punjab,Amritsar,Verified,Medium,AM020,>1Cr,TRUE,,2022-04-07 00:00:00
MER00575,PharmaEase Health946,Logistics,Silver,2022-03-05,Madhya Pradesh,Bhopal,Rejected,Critical,AM020,1L-10L,FALSE,2022-12-31,2022-03-05 00:00:00
MER00576,LeapEdu Platform652,Logistics,Gold,2023-02-28,Uttar Pradesh,Agra,Verified,Low,AM005,10L-1Cr,TRUE,,2023-02-28 00:00:00
MER00577,PrintPro Design585,E-Commerce,Gold,2022-11-18,West Bengal,Durgapur,Verified,Low,AM011,1L-10L,TRUE,,2022-11-18 00:00:00
MER00578,AgroLink Farms876,HealthTech,Platinum,2023-01-29,West Bengal,Howrah,Verified,Low,AM004,<1L,FALSE,2024-09-30,2023-01-29 00:00:00
MER00579,QuickMart Retail838,FMCG,Silver,2021-11-30,West Bengal,Howrah,Verified,Low,AM004,<1L,TRUE,,2021-11-30 00:00:00
MER00580,CargoExpress Logistics990,Retail,Silver,2021-08-14,Delhi,New Delhi,Pending,Low,AM020,1L-10L,FALSE,2023-06-04,2021-08-14 00:00:00
MER00581,HealthFirst Clinics482,SaaS,Silver,2021-07-18,Tamil Nadu,Coimbatore,Verified,Low,AM019,<1L,TRUE,,2021-07-18 00:00:00
MER00582,CloudSuite SaaS213,FMCG,Silver,2022-03-05,Andhra Pradesh,Vijayawada,Pending,Medium,AM020,>1Cr,TRUE,,2022-03-05 00:00:00
MER00583,FinSecure Broking666,Retail,Gold,2022-02-26,Andhra Pradesh,Vijayawada,Verified,High,AM009,<1L,TRUE,,2022-02-26 00:00:00
MER00584,CargoExpress Logistics853,Logistics,Gold,2021-12-02,Andhra Pradesh,Vijayawada,Pending,High,AM014,>1Cr,TRUE,,2021-12-02 00:00:00
MER00585,LearnNow EdTech581,Travel,Bronze,2021-02-04,Kerala,Thrissur,Verified,Medium,AM004,1L-10L,TRUE,,2021-02-04 00:00:00
MER00586,QuickMart Retail185,Logistics,Bronze,2022-12-11,Uttar Pradesh,Kanpur,Verified,Low,AM003,<1L,TRUE,,2022-12-11 00:00:00
MER00587,RapidShip Courier412,Media & Entertainment,Bronze,2023-05-29,Tamil Nadu,Chennai,Rejected,Low,AM005,10L-1Cr,TRUE,,2023-05-29 00:00:00
MER00588,HealthFirst Clinics289,E-Commerce,Bronze,2022-10-04,Madhya Pradesh,Bhopal,Verified,Medium,AM017,<1L,TRUE,,2022-10-04 00:00:00
MER00589,CargoExpress Logistics870,Logistics,Bronze,2022-09-20,Telangana,Hyderabad,Verified,Low,AM002,1L-10L,TRUE,,2022-09-20 00:00:00
MER00590,PrintPro Design790,Retail,Bronze,2021-04-24,Gujarat,Ahmedabad,Verified,Low,AM018,10L-1Cr,TRUE,,2021-04-24 00:00:00
MER00591,StyleHub Fashion826,EdTech,Gold,2021-12-09,Madhya Pradesh,Gwalior,Verified,Medium,AM007,10L-1Cr,TRUE,,2021-12-09 00:00:00
MER00592,LeapEdu Platform330,Travel,Silver,2021-10-01,Gujarat,Vadodara,Verified,Low,AM015,1L-10L,TRUE,,2021-10-01 00:00:00
MER00593,SkyFly Travels949,Insurance,Silver,2022-06-29,Karnataka,Hubli,Verified,Low,AM003,<1L,TRUE,,2022-06-29 00:00:00
MER00594,AgroLink Farms568,EdTech,Gold,2021-07-03,Karnataka,Bengaluru,Verified,Low,AM005,1L-10L,TRUE,,2021-07-03 00:00:00
MER00595,QuickFix Services309,Insurance,Bronze,2021-01-24,Uttar Pradesh,Kanpur,Verified,Low,AM001,<1L,TRUE,,2021-01-24 00:00:00
MER00596,MediQuick Health122,FMCG,Bronze,2023-05-05,Andhra Pradesh,Nellore,Verified,Medium,AM011,1L-10L,TRUE,,2023-05-05 00:00:00
MER00597,RapidShip Courier813,Media & Entertainment,Bronze,2022-04-01,Uttar Pradesh,Kanpur,Pending,Low,AM009,<1L,TRUE,,2022-04-01 00:00:00
MER00598,EduPath Learning395,Retail,Bronze,2021-06-01,Madhya Pradesh,Indore,Verified,Low,AM018,<1L,TRUE,,2021-06-01 00:00:00
MER00599,FreshDeal FMCG959,HealthTech,Bronze,2022-11-14,Kerala,Thiruvananthapuram,Verified,Critical,AM019,<1L,TRUE,,2022-11-14 00:00:00
MER00600,SafeShield Insurance478,FMCG,Gold,2022-12-26,Tamil Nadu,Coimbatore,Verified,Medium,AM006,1L-10L,FALSE,2024-01-14,2022-12-26 00:00:00
MER00601,SwiftLog Solutions125,Retail,Bronze,2023-02-26,Rajasthan,Udaipur,Verified,Critical,AM018,>1Cr,TRUE,,2023-02-26 00:00:00
MER00602,ByteCart Technologies762,Media & Entertainment,Silver,2021-10-24,Kerala,Thiruvananthapuram,Verified,Medium,AM015,1L-10L,TRUE,,2021-10-24 00:00:00
MER00603,SwiftLog Solutions849,EdTech,Bronze,2021-05-23,West Bengal,Durgapur,Verified,Medium,AM008,1L-10L,TRUE,,2021-05-23 00:00:00
MER00604,MediQuick Health434,Logistics,Silver,2021-07-19,Maharashtra,Nagpur,Verified,Low,AM015,10L-1Cr,TRUE,,2021-07-19 00:00:00
MER00605,MediQuick Health624,Insurance,Gold,2021-11-22,Rajasthan,Jaipur,Pending,Low,AM005,10L-1Cr,TRUE,,2021-11-22 00:00:00
MER00606,CargoExpress Logistics478,SaaS,Silver,2021-10-19,Rajasthan,Kota,Pending,Low,AM015,10L-1Cr,TRUE,,2021-10-19 00:00:00
MER00607,CargoExpress Logistics922,Travel,Silver,2023-04-06,West Bengal,Siliguri,Verified,Medium,AM003,<1L,TRUE,,2023-04-06 00:00:00
MER00608,PlayStream Media586,Travel,Silver,2021-12-10,Andhra Pradesh,Visakhapatnam,Verified,Medium,AM009,1L-10L,FALSE,2023-10-05,2021-12-10 00:00:00
MER00609,StyleHub Fashion573,Travel,Silver,2021-05-21,Kerala,Kozhikode,Verified,Low,AM010,10L-1Cr,TRUE,,2021-05-21 00:00:00
MER00610,PlayStream Media605,HealthTech,Bronze,2021-08-18,Uttar Pradesh,Agra,Verified,Medium,AM016,<1L,FALSE,2021-10-19,2021-08-18 00:00:00
MER00611,RapidShip Courier394,E-Commerce,Gold,2022-12-06,Rajasthan,Jaipur,Verified,Low,AM003,1L-10L,TRUE,,2022-12-06 00:00:00
MER00612,EduPath Learning695,Retail,Silver,2023-06-09,West Bengal,Kolkata,Verified,Medium,AM001,10L-1Cr,TRUE,,2023-06-09 00:00:00
MER00613,FreshDeal FMCG695,HealthTech,Gold,2022-04-18,Maharashtra,Nagpur,Verified,Low,AM014,1L-10L,TRUE,,2022-04-18 00:00:00
MER00614,EduPath Learning149,Insurance,Silver,2022-10-17,Telangana,Warangal,Verified,Low,AM004,1L-10L,TRUE,,2022-10-17 00:00:00
MER00615,FreshDeal FMCG656,SaaS,Bronze,2023-04-27,Gujarat,Vadodara,Verified,Medium,AM004,1L-10L,TRUE,,2023-04-27 00:00:00
MER00616,EduPath Learning943,Retail,Platinum,2022-06-15,Tamil Nadu,Salem,Verified,High,AM004,<1L,TRUE,,2022-06-15 00:00:00
MER00617,SkyFly Travels326,Insurance,Gold,2022-07-27,Andhra Pradesh,Visakhapatnam,Verified,High,AM004,10L-1Cr,TRUE,,2022-07-27 00:00:00
MER00618,PrintPro Design117,Retail,Silver,2022-12-09,West Bengal,Durgapur,Verified,Low,AM004,<1L,TRUE,,2022-12-09 00:00:00
MER00619,QuickFix Services810,HealthTech,Bronze,2021-11-11,Tamil Nadu,Chennai,Verified,Medium,AM004,<1L,TRUE,,2021-11-11 00:00:00
MER00620,LeapEdu Platform595,Insurance,Silver,2021-07-21,Madhya Pradesh,Bhopal,Verified,High,AM002,<1L,TRUE,,2021-07-21 00:00:00
MER00621,RapidShip Courier110,Logistics,Gold,2021-05-07,Madhya Pradesh,Indore,Verified,Low,AM003,<1L,TRUE,,2021-05-07 00:00:00
MER00622,StreamZone OTT384,Media & Entertainment,Silver,2021-06-14,Haryana,Faridabad,Verified,Low,AM019,10L-1Cr,TRUE,,2021-06-14 00:00:00
MER00623,SkyFly Travels322,Insurance,Gold,2021-10-16,Kerala,Kochi,Rejected,Low,AM007,>1Cr,TRUE,,2021-10-16 00:00:00
MER00624,QuickFix Services824,EdTech,Silver,2022-08-27,West Bengal,Howrah,Pending,Critical,AM014,<1L,TRUE,,2022-08-27 00:00:00
MER00625,QuickMart Retail517,EdTech,Bronze,2021-11-18,Karnataka,Mysuru,Verified,Low,AM010,1L-10L,TRUE,,2021-11-18 00:00:00
MER00626,LearnNow EdTech184,Media & Entertainment,Silver,2022-01-30,Gujarat,Vadodara,Verified,High,AM008,1L-10L,TRUE,,2022-01-30 00:00:00
MER00627,PlayStream Media975,Retail,Gold,2021-03-13,Rajasthan,Udaipur,Verified,Critical,AM016,10L-1Cr,TRUE,,2021-03-13 00:00:00
MER00628,HealthFirst Clinics548,Travel,Bronze,2021-03-29,Uttar Pradesh,Varanasi,Verified,Critical,AM006,<1L,TRUE,,2021-03-29 00:00:00
MER00629,JetTravel Pvt Ltd446,Travel,Silver,2022-02-18,Delhi,Noida,Verified,Medium,AM019,1L-10L,TRUE,,2022-02-18 00:00:00
MER00630,LeapEdu Platform908,Media & Entertainment,Bronze,2022-02-14,Madhya Pradesh,Gwalior,Rejected,Medium,AM005,10L-1Cr,TRUE,,2022-02-14 00:00:00
MER00631,SwiftLog Solutions225,HealthTech,Silver,2021-08-25,Telangana,Hyderabad,Verified,Low,AM003,1L-10L,TRUE,,2021-08-25 00:00:00
MER00632,ShopKart India283,Media & Entertainment,Silver,2021-12-01,Rajasthan,Jaipur,Verified,Medium,AM017,10L-1Cr,TRUE,,2021-12-01 00:00:00
MER00633,DevOps360 SaaS577,SaaS,Silver,2022-05-25,Delhi,Rohini,Verified,Medium,AM001,>1Cr,TRUE,,2022-05-25 00:00:00
MER00634,LearnNow EdTech540,Travel,Bronze,2022-01-28,Bihar,Bhagalpur,Verified,Low,AM018,10L-1Cr,TRUE,,2022-01-28 00:00:00
MER00635,LeapEdu Platform410,SaaS,Bronze,2022-05-19,Bihar,Bhagalpur,Verified,Low,AM016,10L-1Cr,TRUE,,2022-05-19 00:00:00
MER00636,RapidShip Courier652,Insurance,Silver,2022-07-30,Haryana,Gurugram,Verified,Low,AM013,1L-10L,TRUE,,2022-07-30 00:00:00
MER00637,EduPath Learning884,HealthTech,Silver,2021-01-29,Telangana,Karimnagar,Verified,Medium,AM001,10L-1Cr,TRUE,,2021-01-29 00:00:00
MER00638,PharmaEase Health449,Travel,Gold,2021-12-20,Rajasthan,Udaipur,Verified,Low,AM008,1L-10L,TRUE,,2021-12-20 00:00:00
MER00639,FinSecure Broking186,FMCG,Bronze,2023-06-09,Bihar,Gaya,Verified,Low,AM015,10L-1Cr,TRUE,,2023-06-09 00:00:00
MER00640,CargoExpress Logistics681,Media & Entertainment,Bronze,2021-10-01,Uttar Pradesh,Lucknow,Rejected,Low,AM013,1L-10L,FALSE,2023-03-25,2021-10-01 00:00:00
MER00641,SwiftLog Solutions927,Retail,Gold,2022-11-23,West Bengal,Durgapur,Verified,Low,AM014,<1L,TRUE,,2022-11-23 00:00:00
MER00642,PharmaEase Health967,SaaS,Platinum,2023-05-21,Madhya Pradesh,Jabalpur,Verified,Critical,AM013,10L-1Cr,TRUE,,2023-05-21 00:00:00
MER00643,TechNation Cloud860,FMCG,Bronze,2022-08-16,Karnataka,Hubli,Verified,High,AM016,1L-10L,TRUE,,2022-08-16 00:00:00
MER00644,EduPath Learning914,SaaS,Bronze,2021-11-06,Karnataka,Mangaluru,Verified,Low,AM014,1L-10L,TRUE,,2021-11-06 00:00:00
MER00645,TechNation Cloud627,E-Commerce,Bronze,2022-07-15,West Bengal,Howrah,Verified,Low,AM015,<1L,TRUE,,2022-07-15 00:00:00
MER00646,PharmaEase Health645,Media & Entertainment,Silver,2023-02-27,Madhya Pradesh,Bhopal,Verified,Low,AM005,<1L,TRUE,,2023-02-27 00:00:00
MER00647,StreamZone OTT801,EdTech,Silver,2022-03-22,Madhya Pradesh,Indore,Pending,Low,AM010,1L-10L,TRUE,,2022-03-22 00:00:00
MER00648,SafeShield Insurance803,Logistics,Gold,2021-09-02,Haryana,Gurugram,Verified,High,AM015,1L-10L,TRUE,,2021-09-02 00:00:00
MER00649,CargoExpress Logistics532,HealthTech,Bronze,2021-07-26,Punjab,Amritsar,Verified,High,AM018,<1L,TRUE,,2021-07-26 00:00:00
MER00650,QuickFix Services143,FMCG,Silver,2021-01-21,Kerala,Kozhikode,Pending,High,AM014,10L-1Cr,FALSE,2021-06-15,2021-01-21 00:00:00
